distance_km,duration_min,climatisation,depart,arrivee,jour_semaine,heure,prix
288,236,0,Ariana,Sousse,vendredi,17:00,118.52
225,277,1,Ariana,Nabeul,mercredi,12:00,94.68
64,75,0,Monastir,Bizerte,dimanche,14:00,25.24
35,31,0,Ariana,Tunis,vendredi,20:00,16.25
82,103,0,Tunis,Bizerte,samedi,09:00,40.43
245,322,0,Ariana,Monastir,mercredi,18:00,105.68
291,397,0,Sfax,Monastir,lundi,16:00,122.87
212,185,1,Bizerte,Sfax,jeudi,18:00,90.01
108,124,1,Monastir,Nabeul,lundi,17:00,51.04
47,58,1,Sousse,Sfax,lundi,12:00,21.96
152,157,0,Nabeul,Bizerte,vendredi,16:00,61.91
154,123,1,Monastir,Nabeul,jeudi,07:00,68.92
175,226,1,Nabeul,Bizerte,dimanche,15:00,75.85
268,320,0,Bizerte,Tunis,mercredi,10:00,110.95
32,35,0,Sousse,Sfax,dimanche,21:00,12.61
96,110,0,Tunis,Sousse,mercredi,14:00,37.32
36,44,0,Bizerte,Sfax,dimanche,17:00,18.56
50,61,0,Bizerte,Nabeul,dimanche,16:00,20.18
200,212,1,Bizerte,Sousse,vendredi,07:00,87.97
151,162,1,Nabeul,Ariana,samedi,13:00,64.7
145,135,1,Tunis,Nabeul,samedi,21:00,61.99
80,106,1,Monastir,Nabeul,dimanche,09:00,37.12
61,68,1,Sfax,Monastir,samedi,16:00,29.03
240,261,1,Sfax,Ariana,vendredi,13:00,100.68
188,217,1,Sousse,Bizerte,samedi,14:00,82.57
223,251,1,Sousse,Ariana,mercredi,17:00,95.97
267,222,1,Nabeul,Ariana,lundi,18:00,109.7
202,272,0,Bizerte,Sousse,mercredi,13:00,83.41
41,37,0,Nabeul,Monastir,dimanche,12:00,17.8
72,68,0,Nabeul,Sfax,mardi,09:00,26.73
110,127,1,Nabeul,Monastir,lundi,08:00,52.02
45,60,1,Ariana,Tunis,samedi,16:00,23.78
205,164,1,Ariana,Nabeul,dimanche,21:00,83.16
280,290,0,Monastir,Tunis,dimanche,15:00,112.85
223,185,1,Sfax,Nabeul,mercredi,20:00,93.28
265,276,1,Sousse,Tunis,vendredi,16:00,113.33
206,249,1,Monastir,Bizerte,mercredi,15:00,86.45
164,201,1,Tunis,Bizerte,jeudi,08:00,74.28
56,50,1,Sfax,Nabeul,dimanche,19:00,24.01
153,170,1,Tunis,Ariana,samedi,20:00,68.5
287,383,0,Sfax,Monastir,dimanche,09:00,120.11
176,228,0,Sfax,Monastir,jeudi,09:00,72.96
258,294,0,Sfax,Nabeul,samedi,10:00,106.18
216,242,1,Sousse,Nabeul,dimanche,19:00,90.27
227,294,1,Monastir,Sousse,lundi,09:00,99.33
80,64,1,Nabeul,Sfax,mercredi,11:00,31.21
127,155,0,Nabeul,Monastir,mardi,14:00,49.71
90,81,0,Sousse,Tunis,mardi,20:00,35.16
272,288,0,Tunis,Nabeul,vendredi,17:00,114.8
144,166,0,Ariana,Monastir,vendredi,10:00,62.36
68,68,1,Sousse,Nabeul,lundi,16:00,28.55
107,114,0,Sousse,Nabeul,mardi,10:00,45.64
155,152,1,Sousse,Ariana,mercredi,18:00,67.42
203,189,1,Monastir,Tunis,dimanche,09:00,82.73
112,148,1,Ariana,Monastir,dimanche,16:00,48.56
226,198,1,Sfax,Tunis,mercredi,07:00,95.77
187,155,0,Bizerte,Monastir,vendredi,16:00,78.85
171,211,1,Sfax,Bizerte,samedi,16:00,77.27
239,210,0,Nabeul,Ariana,samedi,13:00,95.82
248,252,1,Monastir,Nabeul,mardi,09:00,100.46
259,243,0,Monastir,Nabeul,samedi,08:00,109.44
49,54,0,Nabeul,Sfax,vendredi,15:00,23.23
80,81,0,Ariana,Bizerte,mercredi,06:00,30.47
278,351,0,Sousse,Nabeul,vendredi,21:00,118.31
61,57,0,Sfax,Tunis,mercredi,15:00,26.56
273,231,1,Sousse,Monastir,mardi,21:00,106.85
207,274,0,Monastir,Tunis,mardi,13:00,86.24
265,279,1,Tunis,Nabeul,jeudi,20:00,106.74
211,239,0,Nabeul,Monastir,mardi,19:00,87.26
291,264,1,Sfax,Ariana,mardi,07:00,119.8
28,28,0,Ariana,Tunis,lundi,18:00,13.93
90,103,0,Nabeul,Ariana,jeudi,07:00,39.33
163,152,1,Sousse,Nabeul,jeudi,08:00,73.49
296,272,1,Nabeul,Ariana,lundi,09:00,118.81
185,148,0,Tunis,Sousse,samedi,14:00,74.47
55,75,1,Bizerte,Monastir,mercredi,12:00,25.62
140,138,0,Tunis,Ariana,dimanche,19:00,55.25
183,171,0,Sousse,Sfax,samedi,13:00,75.95
30,39,0,Sfax,Monastir,mardi,20:00,11.5
177,155,0,Tunis,Nabeul,mercredi,20:00,71.39
115,115,1,Sfax,Ariana,mercredi,11:00,49.48
79,88,0,Sousse,Bizerte,mercredi,13:00,34.09
147,170,0,Monastir,Nabeul,mercredi,13:00,59.57
117,114,0,Sfax,Tunis,lundi,12:00,45.89
203,256,0,Sousse,Ariana,dimanche,20:00,83.14
287,273,0,Bizerte,Sousse,dimanche,17:00,118.58
212,250,0,Nabeul,Monastir,vendredi,13:00,88.27
285,341,1,Monastir,Bizerte,mardi,21:00,119.76
27,28,1,Tunis,Monastir,mercredi,20:00,13.44
34,27,0,Bizerte,Sfax,dimanche,10:00,12.15
50,43,0,Nabeul,Bizerte,samedi,10:00,22.0
12,16,1,Sousse,Nabeul,lundi,09:00,6.53
25,34,0,Nabeul,Sfax,lundi,19:00,7.47
24,26,1,Sousse,Ariana,dimanche,16:00,13.66
138,176,0,Monastir,Sousse,dimanche,21:00,56.05
89,102,1,Ariana,Bizerte,samedi,20:00,40.66
251,342,1,Tunis,Ariana,lundi,16:00,106.86
23,27,1,Sfax,Ariana,dimanche,20:00,14.18
270,261,0,Nabeul,Sousse,dimanche,14:00,107.93
45,57,1,Sfax,Tunis,samedi,21:00,23.04
287,393,0,Sfax,Tunis,mardi,19:00,120.61
211,179,0,Tunis,Nabeul,lundi,17:00,85.67
219,180,0,Nabeul,Bizerte,lundi,08:00,91.13
67,82,0,Nabeul,Tunis,lundi,17:00,32.17
144,139,1,Ariana,Monastir,samedi,07:00,65.04
118,132,1,Ariana,Nabeul,lundi,14:00,51.14
141,119,1,Ariana,Nabeul,mercredi,09:00,57.01
157,173,1,Nabeul,Ariana,samedi,18:00,71.51
60,49,1,Nabeul,Tunis,samedi,08:00,33.62
198,179,1,Sfax,Nabeul,vendredi,17:00,85.91
167,218,1,Monastir,Nabeul,vendredi,17:00,76.75
250,274,1,Sfax,Nabeul,jeudi,11:00,103.72
284,390,0,Ariana,Sousse,jeudi,14:00,122.78
189,225,1,Sfax,Bizerte,jeudi,20:00,80.03
269,281,1,Nabeul,Sfax,samedi,10:00,114.08
22,26,1,Sfax,Sousse,samedi,18:00,18.3
290,386,1,Nabeul,Tunis,dimanche,15:00,123.8
19,20,1,Sfax,Bizerte,mercredi,20:00,13.03
151,162,1,Bizerte,Tunis,lundi,18:00,64.42
245,266,1,Ariana,Monastir,jeudi,11:00,102.42
186,160,0,Tunis,Bizerte,jeudi,09:00,75.66
109,143,0,Sfax,Bizerte,samedi,17:00,49.65
204,188,0,Sousse,Bizerte,mercredi,15:00,81.46
267,358,1,Nabeul,Sousse,jeudi,15:00,113.24
249,203,1,Ariana,Monastir,jeudi,21:00,99.47
186,254,0,Tunis,Bizerte,jeudi,09:00,77.74
