id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
1674;Stage analyse marketing et reporting - Retail / logistique (Bizerte #1674);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 8 semaines, basé à Bizerte, sur un projet client à livrer en itérations. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: tester des messages et visuels via A/B testing, mettre en place des workflows d'emailing et de nurturing, réaliser une étude de marché et des personas, lancer et optimiser des campagnes Facebook Ads et Google Ads. Compétences attendues: Aisance rédactionnelle et sens de la communication. Connaissance des réseaux sociaux et des outils d'analyse. Cadre de travail: méthode Scrum, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1290 DT. Référence offre: TN-INT-1674. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Bizerte;1290;8;indisponible;0;1;2025-10-17;993;74;26;7;4;39;0
1675;Stage développeur backend Python - Kubernetes (Sousse #1675);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 6 semaines, basé à Sousse, sur une refonte de site vitrine orientée conversion. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: participer à la revue de code et à la documentation technique, contribuer à un module d'authentification et gestion des rôles, analyser des données et produire des tableaux de bord. Compétences attendues: Notions de Git, tests unitaires et bonnes pratiques de code. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1414 DT. Référence offre: TN-INT-1675. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Informatique;Sousse;1414;6;indisponible;1;0;2024-08-14;974;60;17;4;3;30;0
1676;Stage développeur mobile Flutter - Photoshop (Sousse #1676);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 2 semaines, basé à Sousse, sur un projet client à livrer en itérations. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: mettre en place des pipelines CI/CD et des environnements Docker, analyser des données et produire des tableaux de bord, contribuer à un module d'authentification et gestion des rôles. Compétences attendues: Connaissance d'un framework (Django/FastAPI) et de SQL. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1516 DT. Référence offre: TN-INT-1676. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Informatique;Sousse;1516;2;indisponible;1;0;2025-09-25;943;59;27;4;5;59;0
1677;Stage assistant brand manager - Acquisition (Sousse #1677);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 10 semaines, basé à Sousse, sur une application de gestion interne. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: rédiger des articles SEO et optimiser les pages du site, animer une communauté et gérer la relation avec les abonnés, planifier et publier du contenu sur les réseaux sociaux. Compétences attendues: Connaissance des réseaux sociaux et des outils d'analyse. Notions de SEO/SEA et capacité à interpréter des KPIs. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1371 DT. Référence offre: TN-INT-1677. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Sousse;1371;10;disponible;0;0;2024-03-06;936;58;17;3;3;33;1
1678;Stage cybersécurité SOC - Figma / logistique / éditeur (Remote #1678);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 11 semaines, basé à Remote, sur un projet client à livrer en itérations. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: contribuer à un module d'authentification et gestion des rôles, implémenter de nouvelles fonctionnalités sur une application web, améliorer les performances et la qualité du code (tests, refactor), participer à la revue de code et à la documentation technique. Compétences attendues: Une expérience avec Docker ou Linux est un plus. Connaissance d'un framework (Django/FastAPI) et de SQL. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1333 DT. Référence offre: TN-INT-1678. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Informatique;Remote;1333;11;disponible;1;1;2024-10-15;1036;69;34;8;8;71;1
1679;Stage gestion des talents - Talent (Tunis #1679);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 2 semaines, basé à Tunis, sur une application de gestion interne. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: aider à la rédaction de procédures et supports internes, mettre à jour la base RH et les dossiers administratifs, suivre des indicateurs RH et produire des tableaux de bord. Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Bon relationnel, organisation et discrétion. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1201 DT. Référence offre: TN-INT-1679. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;RH;Tunis;1201;2;disponible;0;0;2024-08-15;900;48;20;7;2;47;1
1680;Stage analyste risques et conformité - AWS (Ariana #1680);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 3 semaines, basé à Ariana, sur une application de gestion interne. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: préparer des rapprochements bancaires et états financiers, automatiser des reportings sur Excel/Power BI, contribuer à des missions d'audit et de contrôle interne. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Power BI ou SQL est un plus. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1312 DT. Référence offre: TN-INT-1680. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Finance;Ariana;1312;3;disponible;1;0;2024-12-23;901;57;28;7;3;52;1
1681;Stage relations sociales et CSE - Paie / tourisme (Sfax #1681);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 6 semaines, basé à Sfax, sur un module de réservation et paiement. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: aider à la rédaction de procédures et supports internes, sourcer des candidats et organiser des entretiens de présélection, mettre à jour la base RH et les dossiers administratifs, suivre des indicateurs RH et produire des tableaux de bord. Compétences attendues: Intérêt pour le recrutement, la formation et les processus. Aisance sur Excel et outils bureautiques. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 907 DT. Référence offre: TN-INT-1681. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;RH;Sfax;907;6;disponible;0;1;2025-08-23;1000;62;18;2;2;33;1
1682;Stage gestion RH et paie - Reporting / santé (Ariana #1682);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 23 semaines, basé à Ariana, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: participer à la mise en place d'un plan de formation, animer des actions de marque employeur (événements, contenu), assister les managers sur les besoins en recrutement. Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Aisance sur Excel et outils bureautiques. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1300 DT. Référence offre: TN-INT-1682. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;RH;Ariana;1300;23;disponible;1;1;2025-11-04;903;59;28;6;4;55;0
1683;Stage relations sociales et CSE - Talent / énergie (Ariana #1683);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 7 semaines, basé à Ariana, sur un pilote d'automatisation de process. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: participer à la mise en place d'un plan de formation, assister les managers sur les besoins en recrutement, sourcer des candidats et organiser des entretiens de présélection. Compétences attendues: Aisance sur Excel et outils bureautiques. Bon relationnel, organisation et discrétion. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1167 DT. Référence offre: TN-INT-1683. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;RH;Ariana;1167;7;disponible;0;1;2025-01-22;908;65;20;7;5;39;0
